Date,Station,Tmax,Tmin,Tavg,DewPoint,WetBulb,Heat,Cool,Sunrise,Sunset,PrecipTotal,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed
2011-08-08,1,80,68,74,67,69,0,9,452,1903,0.63,29.0,29.72,4.0,4,6.2
2011-08-09,1,80,64,72,61,66,0,7,453,1902,0.0,28.97,29.67,10.8,28,11.1
2011-08-10,1,77,61,69,54,61,0,4,454,1900,0.0,29.14,29.84,7.3,31,8.7
2011-08-11,1,81,57,69,54,61,0,4,455,1859,0.0,29.25,29.95,2.0,24,3.0
2011-08-12,1,81,60,71,59,64,0,6,456,1858,0.0,29.22,29.94,8.3,19,8.5
2011-08-13,1,83,62,73,64,66,0,8,457,1856,0.75,29.15,29.86,3.6,27,6.7
2011-08-14,1,75,62,69,60,63,0,4,458,1855,0.005,29.24,29.95,10.4,36,11.7
2011-08-15,1,82,57,70,55,62,0,5,459,1854,0.0,29.28,29.98,2.4,2,4.9
2011-08-16,1,85,61,73,58,64,0,8,500,1852,0.0,29.32,30.03,2.9,18,3.9
2011-08-17,1,83,62,73,63,67,0,8,501,1851,0.0,29.31,30.02,5.6,22,6.0
2011-08-18,1,84,67,76,60,66,0,11,502,1849,0.0,29.23,29.96,2.3,4,5.2
2011-08-19,1,87,64,76,63,68,0,11,503,1848,0.0,29.18,29.89,3.3,14,5.2
2011-08-20,1,80,66,73,67,69,0,8,504,1846,1.11,29.22,29.92,1.3,21,3.4
2011-08-21,1,80,64,72,58,63,0,7,505,1845,0.005,29.26,29.97,8.0,32,8.5
2011-08-22,1,82,59,71,59,64,0,6,506,1843,0.0,29.3,30.02,1.6,26,4.1
2011-08-23,1,73,62,68,63,65,0,3,508,1842,0.65,29.1,29.86,9.1,20,9.8
2011-08-24,1,92,69,81,65,70,0,16,509,1840,0.0,28.99,29.7,8.2,27,10.7
2011-08-25,1,83,64,74,59,64,0,9,510,1839,0.0,29.26,29.95,4.1,36,7.3
2011-08-26,1,83,59,71,58,63,0,6,511,1837,0.0,29.26,29.98,1.9,26,3.3
2011-08-27,1,81,64,73,62,66,0,8,512,1835,0.0,29.21,29.93,8.2,2,9.2
2011-08-28,1,77,61,69,57,61,0,4,513,1834,0.0,29.22,29.93,7.0,2,7.9
2011-08-29,1,79,59,69,56,62,0,4,514,1832,0.0,29.31,30.01,1.4,2,3.5
2011-08-30,1,76,61,69,56,62,0,4,515,1831,0.04,29.33,30.03,5.3,15,6.3
2011-08-31,1,87,65,76,64,68,0,11,516,1829,0.005,29.23,29.95,5.4,17,8.3
2011-09-01,1,93,71,82,71,75,0,17,517,1827,0.0,29.2,29.91,5.2,21,5.9
2011-09-02,1,92,76,84,69,74,0,19,518,1826,0.0,29.18,29.89,4.9,22,7.4
2011-09-03,1,89,69,79,67,71,0,14,519,1824,0.02,29.16,29.87,2.5,29,6.2
2011-09-04,1,73,58,66,54,60,0,1,520,1822,0.0,29.24,29.94,10.5,32,11.5
2011-09-05,1,65,52,59,45,52,6,0,521,1821,0.0,29.39,30.1,14.2,1,14.8
2011-09-06,1,66,51,59,46,52,6,0,522,1819,0.0,29.44,30.16,9.5,3,10.1
2011-09-07,1,70,52,61,47,54,4,0,523,1817,0.0,29.42,30.16,10.2,1,10.8
2011-09-09,1,72,60,66,60,62,0,1,525,1814,0.02,29.23,29.96,8.2,4,8.3
2011-09-10,1,78,56,67,59,62,0,2,526,1812,0.0,29.29,30.0,0.9,14,3.1
2011-09-11,1,83,57,70,59,63,0,5,527,1810,0.0,29.27,29.99,5.1,27,5.5
2011-09-12,1,86,64,75,59,65,0,10,528,1809,0.0,29.18,29.91,10.5,23,10.9
2011-09-13,1,73,56,65,54,59,0,0,529,1807,0.0,29.2,29.9,4.9,31,8.7
2011-09-14,1,58,47,53,43,49,12,0,530,1805,0.08,29.39,30.09,6.3,34,7.3
2011-09-15,1,59,42,51,35,44,14,0,531,1803,0.0,29.61,30.33,7.4,1,8.5
2011-09-16,1,58,46,52,40,47,13,0,532,1760,0.0,29.59,30.33,1.4,8,3.3
2011-09-17,1,68,50,59,45,52,6,0,533,1758,0.0,29.53,30.27,7.7,11,8.9
2011-09-18,1,65,55,60,55,57,5,0,535,1756,0.43,29.34,30.11,8.9,15,9.5
2011-09-19,1,69,54,62,58,60,3,0,536,1755,0.24,29.24,29.96,4.1,29,5.8
2011-09-21,1,71,56,64,49,56,1,0,538,1751,0.005,29.23,29.95,10.2,25,11.0
2011-09-22,1,64,51,58,47,52,7,0,539,1749,0.0,29.36,30.08,4.6,27,6.9
2011-09-23,1,62,48,55,44,49,10,0,540,1748,0.0,29.33,30.06,5.9,36,7.0
2011-09-24,1,62,51,57,49,51,8,0,541,1746,0.14,29.26,29.99,3.6,3,4.6
2011-09-25,1,64,51,58,53,55,7,0,542,1744,0.08,29.13,29.87,4.1,14,5.5
2011-09-26,1,60,53,57,51,53,8,0,543,1742,1.21,28.92,29.65,8.8,18,15.4
2011-09-27,1,63,54,59,53,55,6,0,544,1741,0.31,29.0,29.71,4.3,6,8.3
2011-09-28,1,63,53,58,54,55,7,0,545,1739,0.77,29.07,29.78,6.5,32,7.0
2011-09-29,1,66,49,58,51,53,7,0,546,1737,0.06,28.98,29.7,11.7,28,13.5
2011-09-30,1,57,45,51,41,47,14,0,547,1735,0.09,29.32,30.01,14.6,34,15.0
2011-10-01,1,56,42,49,40,45,16,0,548,1734,0.005,29.53,30.26,9.6,36,10.3
2011-10-02,1,66,41,54,38,46,11,0,549,1732,0.0,29.47,30.22,4.7,32,5.4
2011-10-03,1,69,44,57,45,50,8,0,550,1730,0.0,29.48,30.21,3.4,3,5.0
2011-10-04,1,76,43,60,47,52,5,0,552,1729,0.0,29.52,30.25,1.1,16,2.3
2011-10-05,1,80,49,65,48,55,0,0,553,1727,0.0,29.49,30.22,1.9,18,3.2
2011-10-06,1,81,50,66,51,58,0,1,554,1725,0.0,29.5,30.23,3.8,15,4.6
2011-10-07,1,84,54,69,53,59,0,4,555,1724,0.0,29.52,30.25,7.5,18,7.7
2011-10-08,1,82,54,68,54,60,0,3,556,1722,0.0,29.56,30.27,7.2,19,7.6
2011-10-09,1,80,52,66,51,58,0,1,557,1720,0.0,29.55,30.29,2.8,9,3.8
2011-10-10,1,76,54,65,51,57,0,0,558,1719,0.0,29.39,30.13,5.2,16,6.0
2011-10-11,1,79,57,68,54,60,0,3,559,1717,0.0,29.23,29.97,4.1,15,4.9
2011-10-12,1,78,55,67,52,58,0,2,600,1715,0.0,29.03,29.77,7.0,14,8.1
2011-10-13,1,66,52,59,55,58,6,0,602,1714,0.28,28.81,29.54,4.3,26,7.0
2011-10-14,1,62,48,55,41,48,10,0,603,1712,0.0,28.9,29.6,15.4,28,15.6
2011-10-15,1,62,47,55,36,46,10,0,604,1711,0.0,29.1,29.8,14.8,27,15.3
2011-10-16,1,62,48,55,39,46,10,0,605,1709,0.17,29.08,29.81,7.4,28,8.5
2011-10-17,1,59,41,50,33,42,15,0,606,1707,0.0,29.11,29.85,10.2,26,10.4
2011-10-18,1,54,41,48,37,43,17,0,607,1706,0.06,29.09,29.83,6.4,1,8.5
2011-10-19,1,49,44,47,40,44,18,0,608,1704,0.85,28.93,29.69,17.1,36,18.0
2011-10-20,1,47,43,45,37,42,20,0,610,1703,0.08,29.0,29.69,15.8,32,16.1
2011-10-21,1,55,38,47,34,41,18,0,611,1701,0.0,29.32,30.03,4.6,29,5.4
2011-10-22,1,66,34,50,37,44,15,0,612,1660,0.0,29.28,30.02,3.2,23,3.7
2011-10-23,1,68,38,53,41,48,12,0,613,1658,0.2,29.19,29.93,6.1,22,6.9
2011-10-24,1,63,45,54,39,46,11,0,614,1657,0.0,29.34,30.05,5.7,28,7.3
2011-10-25,1,74,45,60,46,53,5,0,616,1656,0.02,29.11,29.86,7.6,19,11.9
2011-10-26,1,53,47,50,42,46,15,0,617,1654,0.0,29.19,29.91,12.4,36,12.6
2011-10-27,1,53,39,46,37,42,19,0,618,1653,0.12,29.34,30.04,3.6,35,5.8
2011-10-28,1,55,35,45,33,40,20,0,619,1651,0.03,29.36,30.1,4.9,22,5.6
2011-10-29,1,55,34,45,30,38,20,0,620,1650,0.0,29.34,30.07,4.6,28,5.2
2011-10-30,1,57,33,45,36,41,20,0,622,1649,0.17,29.27,30.02,10.6,19,11.1
2011-10-31,1,53,36,45,36,40,20,0,623,1647,0.0,29.34,30.06,3.9,25,4.8
2012-05-01,1,65,49,57,52,55,8,0,448,1849,0.09,29.18,29.92,6.2,12,7.7
2012-05-02,1,80,58,69,60,64,0,4,447,1850,0.0,29.12,29.84,8.1,21,10.1
2012-05-03,1,86,66,76,65,69,0,11,446,1851,1.34,29.16,29.86,10.8,21,12.0
2012-05-04,1,73,55,64,55,58,1,0,444,1852,0.28,29.23,29.94,5.2,5,9.2
2012-05-05,1,60,52,56,52,54,9,0,443,1853,0.005,29.29,30.01,8.0,4,8.3
2012-05-06,1,70,51,61,53,56,4,0,442,1855,0.8,29.22,29.94,5.0,6,8.5
2012-05-07,1,64,52,58,55,57,7,0,441,1856,0.47,29.15,29.87,2.3,34,5.4
2012-05-08,1,70,52,61,45,53,4,0,439,1857,0.0,29.13,29.86,8.3,28,8.9
2012-05-09,1,60,47,54,43,49,11,0,438,1858,0.06,29.2,29.92,4.2,1,7.6
2012-05-10,1,67,46,57,34,46,8,0,437,1859,0.0,29.29,30.0,3.2,5,7.5
2012-05-11,1,78,43,61,40,52,4,0,436,1860,0.0,29.36,30.08,9.3,20,9.5
2012-05-12,1,69,53,61,42,51,4,0,435,1901,0.03,29.51,30.22,5.7,3,9.3
2012-05-13,1,72,50,61,31,48,4,0,434,1902,0.0,29.45,30.18,7.4,4,7.8
2012-05-14,1,82,43,63,36,51,2,0,433,1903,0.0,29.31,30.05,2.5,19,5.2
2012-05-15,1,86,57,72,45,57,0,7,432,1904,0.05,29.18,29.9,6.9,25,12.6
2012-05-16,1,65,50,58,33,46,7,0,431,1905,0.0,29.38,30.09,9.6,5,10.5
2012-05-17,1,74,45,60,39,50,5,0,430,1906,0.0,29.38,30.1,5.3,11,5.8
2012-05-18,1,85,53,69,41,54,0,4,429,1907,0.0,29.29,30.02,8.7,16,9.2
2012-05-19,1,92,59,76,53,62,0,11,428,1908,0.0,29.29,30.0,8.2,17,9.1
2012-05-20,1,93,65,79,57,65,0,14,427,1909,0.14,29.28,29.98,8.2,22,11.6
2012-05-21,1,67,54,61,44,52,4,0,426,1910,0.0,29.39,30.11,11.6,1,12.6
2012-05-22,1,71,50,61,41,51,4,0,425,1911,0.0,29.28,30.02,6.1,5,7.2
2012-05-23,1,82,47,65,42,54,0,0,425,1912,0.0,29.1,29.84,6.6,16,6.9
2012-05-24,1,90,64,77,53,63,0,12,424,1913,0.0,28.97,29.69,17.5,18,17.7
2012-05-25,1,83,65,74,49,59,0,9,423,1914,0.0,29.31,29.98,3.4,3,10.0
2012-05-26,1,86,60,73,54,61,0,8,422,1915,0.005,29.37,30.07,9.6,7,11.2
2012-05-27,1,97,70,84,59,68,0,19,422,1916,0.0,29.16,29.9,8.7,18,10.1
2012-05-28,1,95,77,86,60,69,0,21,421,1916,0.005,29.03,29.75,13.4,22,14.0
2012-05-29,1,85,61,73,46,59,0,8,421,1917,0.0,29.1,29.81,11.1,28,12.2
2012-05-30,1,70,53,62,46,53,3,0,420,1918,0.0,29.22,29.91,5.4,36,9.6
2012-05-31,1,54,47,51,45,48,14,0,420,1919,1.12,29.2,29.95,10.3,4,11.0
2012-06-01,1,65,49,57,43,49,8,0,419,1920,0.01,29.07,29.8,7.3,36,9.9
2012-06-02,1,76,49,63,46,55,2,0,419,1920,0.0,29.03,29.75,10.6,26,10.8
2012-06-03,1,81,57,69,48,58,0,4,418,1921,0.005,29.1,29.81,9.5,28,9.7
2012-06-04,1,75,59,67,47,56,0,2,418,1922,0.005,29.18,29.89,7.5,4,8.2
2012-06-05,1,70,57,64,49,56,1,0,417,1923,0.0,29.29,30.0,8.9,4,9.2
2012-06-06,1,76,52,64,46,55,1,0,417,1923,0.0,29.36,30.07,6.2,4,6.5
2012-06-07,1,82,54,68,44,56,0,3,417,1924,0.0,29.38,30.09,2.2,10,4.5
2012-06-08,1,88,54,71,49,60,0,6,417,1925,0.0,29.26,29.99,7.2,25,7.7
2012-06-09,1,90,65,78,50,62,0,13,416,1925,0.0,29.18,29.9,9.3,22,10.1
2012-06-10,1,93,67,80,56,66,0,15,416,1926,0.0,29.2,29.9,11.9,19,12.3
2012-06-11,1,90,70,80,62,68,0,15,416,1926,0.005,29.12,29.82,8.9,23,11.1
2012-06-12,1,78,59,69,46,57,0,4,416,1927,0.0,29.34,30.03,7.0,33,10.5
2012-06-13,1,72,54,63,45,55,2,0,416,1927,0.0,29.43,30.15,7.2,8,7.5
2012-06-14,1,87,56,72,48,59,0,7,416,1928,0.0,29.34,30.08,7.9,13,9.0
2012-06-15,1,94,59,77,49,62,0,12,416,1928,0.0,29.33,30.04,8.2,16,9.7
2012-06-16,1,94,69,82,60,68,0,17,416,1929,0.31,29.23,29.95,10.0,20,11.3
2012-06-17,1,87,69,78,59,66,0,13,416,1929,0.11,29.13,29.85,5.7,23,7.1
2012-06-18,1,94,69,82,65,71,0,17,416,1929,0.0,29.03,29.73,16.8,21,17.2
2012-06-19,1,95,78,87,65,72,0,22,416,1930,0.0,29.21,29.89,14.9,21,15.5
2012-06-20,1,95,77,86,62,71,0,21,416,1930,0.0,29.22,29.93,15.2,21,15.4
2012-06-21,1,85,70,78,59,66,0,13,416,1930,0.01,29.21,29.91,7.5,27,9.8
2012-06-22,1,87,64,76,52,62,0,11,417,1931,0.0,29.26,29.97,2.6,34,6.6
2012-06-23,1,87,62,75,55,64,0,10,417,1931,0.0,29.28,30.0,3.2,8,5.7
2012-06-24,1,94,65,80,57,65,0,15,417,1931,0.0,29.25,29.96,3.1,4,7.0
2012-06-25,1,76,60,68,49,58,0,3,417,1931,0.0,29.35,30.06,13.6,4,14.0
2012-06-26,1,83,56,70,50,59,0,5,418,1931,0.0,29.27,30.0,3.5,9,4.9
2012-06-27,1,92,57,75,51,63,0,10,418,1931,0.0,29.13,29.87,12.1,20,12.4
2012-06-28,1,100,76,88,69,74,0,23,419,1931,0.04,29.08,29.78,6.4,26,8.4
2012-06-29,1,88,69,79,61,67,0,14,419,1931,0.42,29.16,29.84,2.4,4,6.9
2012-06-30,1,92,69,81,67,72,0,16,419,1931,0.0,29.11,29.82,6.0,24,6.6
2012-07-01,1,91,68,80,67,71,0,15,420,1931,0.005,29.23,29.92,3.1,23,5.4
2012-07-02,1,98,71,85,69,74,0,20,420,1931,0.0,29.21,29.93,4.4,23,5.2
2012-07-03,1,96,77,87,67,74,0,22,421,1931,0.0,29.13,29.85,9.4,25,9.9
2012-07-04,1,102,79,91,68,75,0,26,422,1930,0.0,29.15,29.85,9.4,25,9.6
2012-07-05,1,103,79,91,69,75,0,26,422,1930,0.28,29.2,29.89,5.5,24,7.5
2012-07-06,1,103,82,93,71,77,0,28,423,1930,0.0,29.21,29.92,6.5,27,7.3
2012-07-07,1,98,73,86,67,72,0,21,423,1930,0.0,29.26,29.96,7.9,2,11.9
2012-07-08,1,85,68,77,56,65,0,12,424,1929,0.0,29.34,30.04,11.3,3,11.5
2012-07-09,1,91,66,79,57,65,0,14,425,1929,0.0,29.33,30.03,4.7,5,6.8
2012-07-10,1,83,67,75,55,64,0,10,425,1929,0.0,29.39,30.1,9.9,4,10.1
2012-07-11,1,87,64,76,57,65,0,11,426,1928,0.0,29.39,30.1,5.8,9,8.1
2012-07-12,1,91,66,79,54,65,0,14,427,1928,0.0,29.35,30.06,6.4,11,8.0
2012-07-13,1,93,70,82,63,69,0,17,428,1927,0.28,29.31,30.03,3.4,15,6.2
2012-07-14,1,90,70,80,65,70,0,15,428,1927,0.005,29.3,30.02,2.0,25,6.4
2012-07-15,1,95,71,83,66,71,0,18,429,1926,0.0,29.29,30.01,2.2,27,7.4
2012-07-16,1,97,72,85,66,72,0,20,430,1925,0.0,29.19,29.91,7.1,24,7.6
2012-07-17,1,99,79,89,67,74,0,24,431,1925,0.0,29.13,29.83,8.6,26,9.8
2012-07-18,1,94,72,83,71,74,0,18,432,1924,0.85,29.18,29.89,6.0,6,8.3
2012-07-19,1,83,71,77,70,72,0,12,433,1923,0.8,29.2,29.9,5.2,4,10.9
2012-07-20,1,81,68,75,59,65,0,10,433,1923,0.0,29.34,30.04,9.5,4,10.1
2012-07-21,1,87,65,76,63,69,0,11,434,1922,0.0,29.34,30.05,4.3,24,4.9
2012-07-22,1,89,68,79,66,70,0,14,435,1921,0.005,29.31,30.04,5.9,21,6.4
2012-07-23,1,97,81,89,68,74,0,24,436,1920,0.005,29.2,29.91,9.8,24,10.5
2012-07-24,1,84,69,77,65,70,0,12,437,1919,0.54,29.24,29.94,6.6,5,7.8
2012-07-25,1,99,70,85,67,73,0,20,438,1918,0.01,28.99,29.73,9.3,20,12.2
2012-07-26,1,89,69,79,69,72,0,14,439,1918,0.71,29.0,29.7,6.4,25,9.1
2012-07-27,1,86,66,76,64,68,0,11,440,1917,0.03,29.17,29.84,5.4,34,8.6
2012-07-28,1,82,67,75,60,66,0,10,441,1916,0.0,29.38,30.07,6.2,6,7.9
2012-07-29,1,85,63,74,59,66,0,9,442,1915,0.005,29.31,30.03,4.4,15,5.5
2012-07-30,1,92,69,81,62,69,0,16,443,1914,0.0,29.19,29.91,5.7,21,7.0
2012-07-31,1,85,68,77,65,69,0,12,444,1913,0.16,29.21,29.91,4.2,6,7.0
2012-08-01,1,90,68,79,64,69,0,14,445,1911,0.0,29.19,29.91,1.7,19,3.6
2012-08-02,1,93,66,80,63,69,0,15,446,1910,0.0,29.13,29.85,1.5,11,6.5
2012-08-03,1,95,71,83,67,72,0,18,447,1909,0.0,29.16,29.86,4.9,7,6.3
2012-08-04,1,93,71,82,69,72,0,17,448,1908,0.37,29.15,29.85,3.8,20,6.0
2012-08-05,1,84,66,75,59,66,0,10,449,1907,0.0,29.35,30.04,7.0,31,9.1
2012-08-06,1,85,62,74,56,64,0,9,450,1906,0.0,29.35,30.07,3.2,24,4.3
2012-08-07,1,92,62,77,60,68,0,12,451,1904,0.0,29.21,29.94,7.0,25,8.3
2012-08-08,1,84,72,78,62,68,0,13,452,1903,0.005,29.24,29.96,8.3,5,8.6
2012-08-09,1,75,63,69,63,65,0,4,453,1902,0.05,29.16,29.88,7.3,4,9.6
2012-08-10,1,76,61,69,55,60,0,4,454,1900,0.18,29.2,29.91,13.2,36,14.2
2012-08-11,1,78,56,67,53,59,0,2,455,1859,0.0,29.26,29.97,6.5,35,8.5
2012-08-12,1,76,55,66,54,60,0,1,456,1858,0.005,29.27,29.99,3.4,22,3.8
2012-08-13,1,69,60,65,61,63,0,0,457,1856,0.4,29.24,29.96,0.3,2,3.4
2012-08-14,1,84,56,70,60,64,0,5,458,1855,0.005,29.2,29.92,0.6,6,4.8
2012-08-15,1,85,65,75,60,66,0,10,459,1854,0.005,29.19,29.91,5.7,23,6.3
2012-08-16,1,76,62,69,61,65,0,4,500,1852,0.39,29.13,29.84,7.0,25,10.7
2012-08-17,1,76,58,67,51,58,0,2,501,1851,0.0,29.27,29.98,4.9,33,7.4
2012-08-18,1,77,53,65,51,58,0,0,502,1849,0.0,29.26,29.98,2.6,14,4.5
2012-08-19,1,79,60,70,50,58,0,5,503,1848,0.0,29.22,29.94,1.5,7,3.6
2012-08-20,1,74,58,66,56,60,0,1,504,1846,0.08,29.25,29.96,3.5,5,6.2
2012-08-21,1,79,53,66,50,58,0,1,505,1845,0.0,29.35,30.06,2.6,13,4.6
2012-08-22,1,85,54,70,52,60,0,5,506,1843,0.0,29.35,30.07,5.5,19,5.8
2012-08-23,1,92,64,78,56,64,0,13,508,1842,0.03,29.33,30.04,7.6,18,8.1
2012-08-24,1,94,64,79,57,66,0,14,509,1840,0.0,29.28,29.99,8.2,19,8.8
2012-08-25,1,93,66,80,57,66,0,15,510,1839,0.0,29.29,30.01,7.4,18,7.9
2012-08-26,1,79,66,73,67,68,0,8,511,1837,0.57,29.29,30.01,6.1,18,7.1
2012-08-27,1,88,66,77,61,67,0,12,512,1835,0.0,29.33,30.03,4.6,1,6.0
2012-08-28,1,86,63,75,61,65,0,10,513,1834,0.0,29.37,30.08,3.6,7,5.2
2012-08-29,1,84,65,75,59,65,0,10,514,1832,0.0,29.33,30.05,4.8,13,5.8
2012-08-30,1,90,64,77,59,66,0,12,515,1831,0.0,29.28,29.99,10.2,20,10.5
2012-08-31,1,92,71,82,64,70,0,17,516,1829,0.0,29.32,30.02,4.9,24,10.4
2012-09-01,1,75,71,73,66,69,0,8,517,1827,0.005,29.29,30.01,12.1,5,11.9
2012-09-02,1,82,73,78,69,71,0,13,518,1826,0.005,29.19,29.91,10.4,6,10.7
2012-09-04,1,90,66,78,69,72,0,13,520,1822,0.64,29.13,29.86,2.8,7,8.6
2012-09-05,1,86,63,75,64,68,0,10,521,1821,0.16,29.11,29.8,3.3,23,7.1
2012-09-06,1,86,68,77,61,67,0,12,522,1819,0.0,29.18,29.89,3.2,34,6.6
2012-09-07,1,78,59,69,60,64,0,4,523,1817,0.06,29.11,29.82,4.7,34,9.6
2012-09-08,1,73,54,64,50,56,1,0,524,1815,0.28,29.14,29.86,9.5,31,11.6
2012-09-09,1,72,55,64,51,56,1,0,525,1814,0.0,29.35,30.04,8.1,35,9.4
2012-09-10,1,75,52,64,50,56,1,0,526,1812,0.0,29.42,30.14,5.9,19,6.5
2012-09-11,1,83,52,68,53,60,0,3,527,1810,0.0,29.38,30.1,11.1,20,11.5
2012-09-12,1,86,63,75,56,63,0,10,528,1809,0.0,29.4,30.11,10.0,21,10.3
2012-09-13,1,71,54,63,53,57,2,0,529,1807,0.19,29.54,30.25,8.7,36,10.0
2012-09-14,1,76,51,64,46,54,1,0,530,1805,0.0,29.57,30.29,6.6,30,7.7
2012-09-15,1,79,50,65,46,55,0,0,531,1803,0.0,29.47,30.21,1.7,17,4.0
2012-09-16,1,77,49,63,47,55,2,0,532,1760,0.0,29.3,30.04,4.7,22,5.0
2012-09-17,1,78,55,67,56,59,0,2,533,1758,0.26,29.1,29.84,4.8,26,9.0
2012-09-18,1,63,47,55,39,47,10,0,535,1756,0.005,29.21,29.92,11.8,33,12.2
2012-09-19,1,73,41,57,40,50,8,0,536,1755,0.0,29.19,29.93,15.9,20,16.1
2012-09-20,1,72,51,62,39,50,3,0,537,1753,0.0,29.16,29.89,8.4,28,8.9
2012-09-21,1,60,48,54,46,50,11,0,538,1751,0.15,29.13,29.86,1.9,29,6.6
2012-09-22,1,59,44,52,41,46,13,0,539,1749,0.02,29.29,29.99,10.3,29,11.0
2012-09-23,1,61,40,51,35,43,14,0,540,1748,0.0,29.49,30.21,6.2,30,6.6
2012-09-24,1,70,37,54,34,46,11,0,541,1746,0.0,29.28,30.05,11.3,23,11.5
2012-09-25,1,77,49,63,52,57,2,0,542,1744,0.0,29.13,29.86,8.6,21,9.1
2012-09-26,1,68,53,61,50,54,4,0,543,1742,0.0,29.34,30.03,9.4,3,9.8
2012-09-27,1,65,46,56,46,51,9,0,544,1741,0.0,29.44,30.16,8.3,36,9.0
2012-09-28,1,67,50,59,48,52,6,0,545,1739,0.005,29.4,30.13,7.5,1,8.9
2012-09-29,1,79,48,64,46,53,1,0,546,1737,0.0,29.29,30.03,2.4,34,5.9
2012-09-30,1,66,50,58,46,51,7,0,547,1735,0.0,29.23,29.96,7.2,3,8.1
2012-10-01,1,66,47,57,46,52,8,0,548,1734,0.0,29.13,29.87,3.8,6,4.8
2012-10-02,1,69,53,61,50,55,4,0,549,1732,0.0,29.15,29.86,9.6,3,9.9
2012-10-03,1,63,59,61,59,60,4,0,550,1730,0.26,29.23,29.94,2.8,22,4.8
2012-10-04,1,77,48,63,52,56,2,0,552,1729,0.12,29.31,30.02,10.1,24,11.7
2012-10-05,1,50,39,45,31,40,20,0,553,1727,0.0,29.36,30.09,8.4,28,8.9
2012-10-06,1,50,34,42,28,37,23,0,554,1725,0.0,29.41,30.13,9.5,30,9.8
2012-10-07,1,51,36,44,24,36,21,0,555,1724,0.0,29.41,30.14,6.1,28,7.6
2012-10-08,1,60,32,46,29,40,19,0,556,1722,0.0,29.32,30.07,13.9,20,13.8
2012-10-09,1,65,42,54,38,45,11,0,557,1720,0.17,29.15,29.9,13.1,22,16.7
2012-10-10,1,51,35,43,31,38,22,0,558,1719,0.0,29.36,30.08,12.1,28,12.7
2012-10-11,1,67,35,51,35,44,14,0,559,1717,0.02,29.4,30.11,9.0,23,15.0
2012-10-12,1,53,37,45,32,40,20,0,600,1715,0.005,29.61,30.35,6.1,7,10.6
2012-10-13,1,67,44,56,52,54,9,0,602,1714,0.21,29.18,29.95,11.9,20,12.6
2012-10-14,1,71,48,60,55,57,5,0,603,1712,0.77,28.89,29.62,10.8,24,15.6
2012-10-15,1,60,41,51,41,46,14,0,604,1711,0.0,29.21,29.89,5.4,32,9.0
2012-10-16,1,70,40,55,45,51,10,0,605,1709,0.0,28.97,29.72,14.0,18,14.4
2012-10-17,1,68,54,61,52,56,4,0,606,1707,0.51,28.71,29.45,15.6,19,17.7
2012-10-18,1,54,45,50,41,45,15,0,607,1706,0.07,28.71,29.43,13.7,22,15.1
2012-10-19,1,52,43,48,43,45,17,0,608,1704,0.02,28.81,29.51,4.2,26,7.0
2012-10-20,1,59,39,49,40,44,16,0,610,1703,0.0,29.1,29.8,6.9,27,7.2
2012-10-21,1,68,37,53,45,49,12,0,611,1701,0.0,29.25,29.97,6.2,16,6.5
2012-10-22,1,65,49,57,56,57,8,0,612,1660,0.81,29.18,29.92,4.0,20,6.5
2012-10-23,1,70,57,64,60,61,1,0,613,1658,0.06,29.18,29.9,4.4,16,7.0
2012-10-24,1,78,58,68,62,65,0,3,614,1657,0.0,29.15,29.88,11.5,19,11.2
2012-10-25,1,75,45,60,56,59,5,0,616,1656,0.13,29.11,29.81,11.8,22,17.6
2012-10-26,1,51,37,44,30,39,21,0,617,1654,0.0,29.54,30.25,8.9,34,9.7
2012-10-27,1,48,34,41,27,36,24,0,618,1653,0.0,29.54,30.28,9.6,36,10.5
2012-10-28,1,49,38,44,30,38,21,0,619,1651,0.0,29.52,30.27,12.8,1,13.6
2012-10-29,1,51,36,44,30,38,21,0,620,1650,0.0,29.43,30.2,14.3,36,15.0
2012-10-30,1,48,39,44,26,36,21,0,622,1649,0.0,29.08,29.85,19.4,35,18.5
2012-10-31,1,50,34,42,26,35,23,0,623,1647,0.0,29.09,29.83,13.5,33,13.8
2013-05-01,1,84,56,70,54,62,0,5,448,1849,0.0,29.36,30.06,8.0,18,9.7
2013-05-02,1,55,42,49,41,45,16,0,447,1850,0.11,29.44,30.17,15.2,3,15.4
2013-05-03,1,48,40,44,42,43,21,0,446,1851,0.05,29.28,30.03,11.2,4,11.5
2013-05-04,1,71,48,60,45,51,5,0,444,1852,0.02,29.26,29.99,6.1,6,7.0
2013-05-05,1,69,48,59,43,50,6,0,443,1853,0.005,29.28,30.0,8.8,3,9.3
2013-05-06,1,71,50,61,39,49,4,0,442,1855,0.005,29.28,30.0,7.5,3,8.0
2013-05-07,1,75,48,62,41,52,3,0,441,1856,0.0,29.28,30.0,4.7,5,5.8
2013-05-08,1,79,48,64,43,54,1,0,439,1857,0.0,29.26,29.98,3.7,7,5.1
2013-05-09,1,75,46,61,50,54,4,0,438,1858,0.32,29.15,29.9,1.0,9,5.8
2013-05-10,1,47,44,46,43,45,19,0,437,1859,0.13,29.18,29.91,9.4,36,10.0
2013-05-11,1,60,43,52,37,45,13,0,436,1860,0.0,29.21,29.92,10.1,30,12.7
2013-05-12,1,55,37,46,29,39,19,0,435,1901,0.0,29.35,30.08,7.8,32,11.2
